Date,Year,Month,Day,Average Temperature,Average Ozone,Average AOD,Average Dew Point,Average Relative Humidity,Average Pressure,Average Precipitable Water,Max Temperature,Min Temperature,Total GHI,Total DHI,Total DNI,Total Clearsky GHI,Total Clearsky DHI,Total Clearsky DNI,Daylight Weather,time_idx,RMM2,MJO Amplitude,avg_temp_by_month,avg_humidity_by_month,weather
12-25-2004,2004,12,25,0.5714285714285716,0.28930817610062887,0.27894736842105267,0.578512396694215,0.5333333333333334,0.5049504950495063,0.5652173913043477,0.4895833333333335,0.5376344086021503,0.4814251299606949,1239.0,5684.0,4736.0,829.0,7506.0,Clear,1818.0,-0.43806,0.64435,24.1,79.2,Clear
12-26-2004,2004,12,26,0.604395604395604,0.270440251572327,0.26315789473684215,0.6115702479338845,0.5538461538461539,0.4950495049505008,0.543478260869565,0.541666666666667,0.5913978494623657,0.37060986433371373,2327.0,1837.0,4777.0,806.0,7656.0,Cloudy,1819.0,-0.62165,1.09331,24.4,80.0,Cloudy
12-27-2004,2004,12,27,0.5274725274725274,0.2767295597484276,0.20526315789473687,0.7355371900826448,0.8410256410256409,0.4009900990099027,0.6086956521739129,0.4270833333333335,0.5161290322580647,0.17484468112083174,1745.0,226.0,4745.0,782.0,7633.0,Partly Cloudy,1820.0,-0.73235,0.96421,23.7,91.2,Partly Cloudy
12-28-2004,2004,12,28,0.4945054945054941,0.32704402515723285,0.036842105263157884,0.4793388429752068,0.4615384615384617,0.3613861386138595,0.2608695652173913,0.4479166666666665,0.4731182795698927,0.5692912387473057,623.0,8708.0,4999.0,623.0,8708.0,Clear,1821.0,-1.22571,1.24319,23.4,76.4,Clear
12-29-2004,2004,12,29,0.4615384615384617,0.3144654088050314,0.06842105263157895,0.49586776859504145,0.5179487179487177,0.37623762376237124,0.2826086956521739,0.4375,0.39784946236559127,0.41118295930011417,1950.0,4151.0,4942.0,676.0,8429.0,Clear,1822.0,-1.17654,1.17666,23.1,78.6,Clear
12-30-2004,2004,12,30,0.5714285714285716,0.320754716981132,0.07894736842105264,0.7190082644628097,0.746153846153846,0.425742574257427,0.5217391304347825,0.4895833333333335,0.5268817204301077,0.23342208697857236,1990.0,623.0,4825.0,714.0,8122.0,Cloudy,1823.0,-0.92224,0.96077,24.1,87.5,Cloudy
12-31-2004,2004,12,31,0.5384615384615383,0.3144654088050314,0.2210526315789474,0.7520661157024795,0.8487179487179486,0.3910891089108901,0.7608695652173911,0.4270833333333335,0.5591397849462363,0.18752377329783193,1623.0,628.0,4771.0,745.0,7836.0,Cloudy,1824.0,-1.06499,1.23456,23.8,91.5,Cloudy
1-1-2005,2005,1,1,0.5824175824175821,0.26415094339622636,0.35789473684210527,0.7685950413223142,0.8153846153846154,0.3613861386138595,0.652173913043478,0.4479166666666665,0.6021505376344083,0.025992138962850256,705.0,17.0,4704.0,973.0,7109.0,Cloudy,1825.0,-1.07783,1.42122,24.2,90.2,Cloudy
1-2-2005,2005,1,2,0.39560439560439553,0.30817610062893075,0.2526315789473685,0.4462809917355375,0.5333333333333334,0.3861386138613838,0.45652173913043465,0.30208333333333304,0.4193548387096777,0.4063649042728541,1604.0,4140.0,4853.0,816.0,7706.0,Clear,1826.0,-1.02716,1.5337,22.5,79.2,Clear
1-3-2005,2005,1,3,0.39560439560439553,0.3773584905660379,0.11052631578947371,0.35537190082644643,0.39230769230769225,0.3960396039603964,0.19565217391304346,0.34375,0.38709677419354827,0.26055534423735266,2268.0,1105.0,5033.0,721.0,8429.0,Partly Cloudy,1827.0,-0.86895,1.70667,22.5,73.7,Partly Cloudy
1-4-2005,2005,1,4,0.3626373626373627,0.4213836477987418,0.1842105263157895,0.3801652892561984,0.4615384615384617,0.34653465346534773,0.17391304347826086,0.30208333333333304,0.37634408602150526,0.27855965512869285,2419.0,605.0,5034.0,802.0,8109.0,Partly Cloudy,1828.0,-0.54713,1.62729,22.2,76.4,Partly Cloudy
1-5-2005,2005,1,5,0.3406593406593408,0.4339622641509431,0.09473684210526316,0.3801652892561984,0.48461538461538445,0.3613861386138595,0.2608695652173913,0.2916666666666665,0.32258064516129026,0.5515405096995055,740.0,7713.0,5046.0,697.0,8442.0,Clear,1829.0,-0.3233,1.71655,22.0,77.3,Clear
1-6-2005,2005,1,6,0.3296703296703294,0.3836477987421385,0.12105263157894737,0.38842975206611574,0.512820512820513,0.5198019801980251,0.2826086956521739,0.2916666666666665,0.30107526881720426,0.22936477748193235,1551.0,1892.0,5054.0,714.0,8399.0,Partly Cloudy,1830.0,-0.07874,2.14376,21.9,78.4,Partly Cloudy
1-7-2005,2005,1,7,0.39560439560439553,0.28930817610062887,0.08421052631578947,0.3801652892561984,0.42051282051282035,0.5495049504950487,0.19565217391304346,0.375,0.37634408602150526,0.48725751236211495,1220.0,6258.0,5140.0,688.0,8643.0,Clear,1831.0,0.17393,2.23293,22.5,74.8,Clear
1-8-2005,2005,1,8,0.43956043956043933,0.28301886792452824,0.07894736842105264,0.4049586776859506,0.42051282051282035,0.5099009900990126,0.2608695652173913,0.40624999999999956,0.37634408602150526,0.5874223405604159,656.0,8716.0,5142.0,656.0,8716.0,Clear,1832.0,0.42963,1.83795,22.9,74.8,Clear
1-9-2005,2005,1,9,0.4285714285714284,0.3836477987421385,0.11052631578947371,0.5950413223140496,0.7256410256410255,0.4306930693069333,0.49999999999999994,0.3645833333333335,0.35483870967741926,0.12641054900469129,1440.0,118.0,5029.0,643.0,8441.0,Cloudy,1833.0,0.94947,1.73704,22.8,86.7,Cloudy
1-10-2005,2005,1,10,0.37362637362637363,0.4591194968553458,0.0894736842105263,0.2561983471074383,0.2769230769230768,0.41089108910891525,0.19565217391304346,0.30208333333333304,0.38709677419354827,0.5628249017370356,991.0,7383.0,5189.0,699.0,8665.0,Clear,1834.0,1.53601,1.92508,22.3,69.2,Clear
1-11-2005,2005,1,11,0.4065934065934065,0.42767295597484245,0.1631578947368421,0.3471074380165289,0.3717948717948718,0.37128712871287206,0.15217391304347822,0.375,0.35483870967741926,0.5799416761759858,908.0,7686.0,5196.0,794.0,8369.0,Clear,1835.0,1.60016,1.77788,22.6,72.9,Clear
1-12-2005,2005,1,12,0.35164835164835173,0.28930817610062887,0.10000000000000002,0.3471074380165289,0.428205128205128,0.38118811881187753,0.19565217391304346,0.2708333333333335,0.32258064516129026,0.5956637504754659,709.0,8216.0,5253.0,691.0,8710.0,Clear,1836.0,1.37529,1.43838,22.1,75.1,Clear
1-13-2005,2005,1,13,0.5054945054945055,0.2075471698113207,0.15263157894736845,0.5537190082644627,0.5615384615384615,0.33663366336633516,0.3478260869565217,0.4479166666666665,0.5053763440860213,0.11499936604539117,1333.0,690.0,5125.0,817.0,8143.0,Partly Cloudy,1837.0,1.08951,1.09434,23.5,80.3,Partly Cloudy
1-14-2005,2005,1,14,0.5054945054945055,0.15094339622641506,0.12105263157894737,0.578512396694215,0.5999999999999999,0.38118811881187753,0.2608695652173913,0.45833333333333304,0.5161290322580647,0.23925446937999245,2215.0,497.0,5244.0,724.0,8530.0,Partly Cloudy,1838.0,0.99014,1.03312,23.5,81.8,Partly Cloudy
1-15-2005,2005,1,15,0.5384615384615383,0.1823899371069182,0.10526315789473685,0.6528925619834713,0.6871794871794872,0.45049504950495134,0.2826086956521739,0.4791666666666665,0.5376344086021503,0.12615696716115127,1424.0,373.0,5219.0,744.0,8502.0,Partly Cloudy,1839.0,0.88932,0.94238,23.8,85.2,Partly Cloudy
1-16-2005,2005,1,16,0.5604395604395602,0.2515723270440251,0.1578947368421053,0.7355371900826448,0.7820512820512822,0.5198019801980251,0.32608695652173897,0.45833333333333304,0.6021505376344083,0.4225941422594143,2082.0,3419.0,5190.0,816.0,8183.0,Cloudy,1840.0,0.83382,0.85284,24.0,88.9,Cloudy
1-17-2005,2005,1,17,0.5164835164835164,0.28301886792452824,0.16842105263157897,0.6776859504132231,0.746153846153846,0.4950495049505008,0.5869565217391304,0.3958333333333335,0.5591397849462363,0.13059464942310134,1446.0,129.0,5063.0,823.0,7903.0,Partly Cloudy,1841.0,1.08862,1.08875,23.6,87.5,Partly Cloudy
1-18-2005,2005,1,18,0.4505494505494503,0.23270440251572322,0.06315789473684212,0.6528925619834713,0.7794871794871792,0.5148514851485189,0.5869565217391304,0.34375,0.5053763440860213,0.43108913401800436,1666.0,4371.0,5180.0,658.0,8529.0,Cloudy,1842.0,1.46568,1.46616,23.0,88.8,Cloudy
1-19-2005,2005,1,19,0.43956043956043933,0.19496855345911945,0.0894736842105263,0.5619834710743803,0.6410256410256412,0.5148514851485189,0.41304347826086957,0.3645833333333335,0.4623655913978493,0.4463040446304046,2091.0,3862.0,5263.0,722.0,8470.0,Clear,1843.0,1.46528,1.46686,22.9,83.4,Clear
1-20-2005,2005,1,20,0.4945054945054941,0.24528301886792447,0.031578947368421054,0.6528925619834713,0.7282051282051281,0.4306930693069333,0.3043478260869565,0.4479166666666665,0.4838709677419353,0.39723595790541405,1751.0,3821.0,5357.0,673.0,8795.0,Partly Cloudy,1844.0,1.71789,1.72046,23.4,86.8,Partly Cloudy
1-21-2005,2005,1,21,0.41758241758241743,0.2515723270440251,0.16842105263157897,0.4793388429752068,0.5487179487179483,0.4603960396039639,0.3043478260869565,0.3541666666666665,0.29032258064516125,0.17306960821605172,1681.0,858.0,5227.0,882.0,8044.0,Partly Cloudy,1845.0,1.46325,1.46699,22.7,79.8,Partly Cloudy
1-22-2005,2005,1,22,0.27472527472527464,0.23270440251572322,0.17368421052631583,0.27272727272727293,0.3999999999999999,0.5247524752475243,0.15217391304347822,0.28125000000000044,0.1720430107526878,0.6328134905540763,783.0,8638.0,5500.0,783.0,8638.0,Clear,1846.0,1.20067,1.42345,21.4,74.0,Clear
1-23-2005,2005,1,23,0.4725274725274722,0.23899371069182385,0.10000000000000002,0.694214876033058,0.8282051282051281,0.44554455445545216,0.45652173913043465,0.40624999999999956,0.4731182795698927,0.4627868644605047,1731.0,4374.0,5354.0,693.0,8573.0,Clear,1847.0,0.58731,1.03558,23.2,90.7,Clear
1-24-2005,2005,1,24,0.4835164835164836,0.270440251572327,0.021052631578947364,0.669421487603306,0.7846153846153843,0.4554455445544576,0.45652173913043465,0.3958333333333335,0.4731182795698927,0.3059464942310131,1838.0,2951.0,5380.0,639.0,8787.0,Partly Cloudy,1848.0,0.28126,0.89901,23.3,89.0,Partly Cloudy
1-25-2005,2005,1,25,0.4835164835164836,0.3144654088050314,0.12631578947368421,0.6528925619834713,0.746153846153846,0.5049504950495063,0.45652173913043465,0.46875,0.4516129032258063,0.3481678711804235,1923.0,2545.0,5389.0,763.0,8381.0,Fog,1849.0,0.15897,0.38569,23.3,87.5,Fog
1-26-2005,2005,1,26,0.4725274725274722,0.3647798742138366,0.12105263157894737,0.6446280991735538,0.7435897435897434,0.5247524752475243,0.39130434782608686,0.4375,0.4731182795698927,0.4222137694941043,1127.0,5184.0,5449.0,748.0,8558.0,Clear,1850.0,-0.1034,0.11362,23.2,87.4,Clear
1-27-2005,2005,1,27,0.5054945054945055,0.2955974842767295,0.17368421052631583,0.6198347107438016,0.6692307692307693,0.554455445544555,0.3043478260869565,0.4895833333333335,0.4623655913978493,0.5791809306453658,1413.0,7131.0,5511.0,775.0,8567.0,Clear,1851.0,-0.05306,0.29824,23.5,84.5,Clear
1-28-2005,2005,1,28,0.5164835164835164,0.2955974842767295,0.1578947368421053,0.5702479338842976,0.5923076923076922,0.5445544554455495,0.2826086956521739,0.4791666666666665,0.4623655913978493,0.5590211740839356,1708.0,6309.0,5566.0,824.0,8580.0,Clear,1852.0,0.061,0.79151,23.6,81.5,Clear
1-29-2005,2005,1,29,0.4615384615384617,0.23270440251572322,0.17894736842105263,0.6280991735537191,0.7384615384615383,0.574257425742573,0.45652173913043465,0.3541666666666665,0.4731182795698927,0.2524407252440726,2095.0,782.0,5477.0,813.0,8303.0,Partly Cloudy,1853.0,0.19614,0.84498,23.1,87.2,Partly Cloudy
1-30-2005,2005,1,30,0.4835164835164836,0.17610062893081757,0.1578947368421053,0.6363636363636362,0.7307692307692306,0.5792079207920793,0.5217391304347825,0.4479166666666665,0.43010752688172027,0.3359959426905034,2133.0,1390.0,5489.0,803.0,8352.0,Partly Cloudy,1854.0,0.5926,0.95319,23.3,86.9,Partly Cloudy
1-31-2005,2005,1,31,0.4945054945054941,0.23899371069182385,0.33157894736842114,0.6446280991735538,0.7282051282051281,0.5198019801980251,0.5652173913043477,0.38541666666666696,0.5268817204301077,0.16964625332826172,1644.0,311.0,5430.0,946.0,7860.0,Cloudy,1855.0,0.7679,1.08882,23.4,86.8,Cloudy
2-1-2005,2005,2,1,0.3296703296703294,0.2955974842767295,0.2736842105263158,0.5537190082644627,0.7666666666666664,0.3960396039603964,0.5217391304347825,0.20833333333333348,0.38709677419354827,0.23595790541397238,2017.0,552.0,5548.0,808.0,8314.0,Cloudy,1856.0,1.13205,1.38073,21.9,88.3,Cloudy
2-2-2005,2005,2,2,0.27472527472527464,0.3018867924528301,0.1473684210526316,0.43801652892561993,0.653846153846154,0.26732673267326845,0.49999999999999994,0.12500000000000044,0.2795698924731178,0.1373145682769114,1560.0,49.0,5639.0,701.0,8692.0,Cloudy,1857.0,1.86876,2.02816,21.4,83.9,Cloudy
2-3-2005,2005,2,3,0.23076923076923084,0.3018867924528301,0.0894736842105263,0.4545454545454546,0.7384615384615383,0.2475247524752504,0.49999999999999994,0.12500000000000044,0.26881720430107525,0.39038924812983394,1990.0,2161.0,5634.0,778.0,8617.0,Cloudy,1858.0,2.05792,2.13903,21.0,87.2,Cloudy
2-4-2005,2005,2,4,0.37362637362637363,0.28301886792452824,0.21578947368421053,0.6280991735537191,0.8410256410256409,0.2178217821782198,0.5652173913043477,0.2916666666666665,0.32258064516129026,0.2461011791555725,2096.0,617.0,5516.0,1015.0,7798.0,Cloudy,1859.0,2.17846,2.2004,22.3,91.2,Cloudy
2-5-2005,2005,2,5,0.5604395604395602,0.2767295597484276,0.1631578947368421,0.6776859504132231,0.7051282051282051,0.4009900990099027,0.49999999999999994,0.520833333333333,0.5483870967741933,0.5069101052364651,1890.0,4761.0,5657.0,825.0,8368.0,Clear,1860.0,2.15045,2.21932,24.0,85.9,Clear
2-6-2005,2005,2,6,0.5934065934065935,0.23899371069182385,0.11578947368421054,0.7190082644628097,0.7307692307692306,0.5445544554455495,0.45652173913043465,0.59375,0.5483870967741933,0.6671738303537467,729.0,8755.0,5771.0,729.0,8755.0,Clear,1861.0,2.03918,2.10584,24.3,86.9,Clear
2-7-2005,2005,2,7,0.5604395604395602,0.2515723270440251,0.17894736842105263,0.743801652892562,0.8128205128205124,0.648514851485146,0.43478260869565205,0.53125,0.5376344086021503,0.6108786610878661,1359.0,6458.0,5766.0,832.0,8449.0,Clear,1862.0,2.04386,2.07401,24.0,90.1,Clear
2-8-2005,2005,2,8,0.5054945054945055,0.22012578616352196,0.14210526315789473,0.5867768595041323,0.6076923076923075,0.6732673267326703,0.3478260869565217,0.4479166666666665,0.5376344086021503,0.607074933434766,1053.0,6589.0,5884.0,814.0,8724.0,Clear,1863.0,2.08457,2.0848,23.5,82.1,Clear
2-9-2005,2005,2,9,0.5164835164835164,0.28930817610062887,0.1578947368421053,0.5619834710743803,0.5692307692307688,0.6683168316831711,0.39130434782608686,0.46875,0.5053763440860213,0.4460504627868645,2404.0,2704.0,5879.0,815.0,8657.0,Clear,1864.0,2.01306,2.02635,23.6,80.6,Clear
2-10-2005,2005,2,10,0.4835164835164836,0.3333333333333335,0.06315789473684212,0.528925619834711,0.5512820512820513,0.6237623762376217,0.3043478260869565,0.4479166666666665,0.4623655913978493,0.6845441866362368,728.0,8484.0,6023.0,716.0,9100.0,Clear,1865.0,1.83173,1.90192,23.3,79.9,Clear
2-11-2005,2005,2,11,0.3626373626373627,0.358490566037736,0.13157894736842107,0.5371900826446281,0.7051282051282051,0.5693069306930738,0.41304347826086957,0.2916666666666665,0.35483870967741926,0.48155192088246485,2390.0,3718.0,5976.0,710.0,9004.0,Partly Cloudy,1866.0,2.02238,2.07545,22.2,85.9,Partly Cloudy
2-12-2005,2005,2,12,0.2637362637362637,0.3836477987421385,0.2210526315789474,0.4462809917355375,0.6615384615384616,0.6584158415841586,0.41304347826086957,0.14583333333333304,0.32258064516129026,0.25155318879168254,2111.0,574.0,5959.0,821.0,8640.0,Partly Cloudy,1867.0,1.89301,2.0046,21.3,84.2,Partly Cloudy
2-13-2005,2005,2,13,0.27472527472527464,0.320754716981132,0.18947368421052635,0.28099173553719026,0.4128205128205127,0.7178217821782198,0.08695652173913038,0.21875,0.2795698924731178,0.7118042348167871,963.0,8363.0,6226.0,854.0,9037.0,Clear,1868.0,1.79386,1.98273,21.4,74.5,Clear
2-14-2005,2005,2,14,0.3076923076923075,0.28930817610062887,0.16842105263157897,0.2975206611570249,0.39230769230769225,0.7722772277227747,0.08695652173913038,0.2604166666666665,0.3118279569892477,0.4011664764802841,2983.0,1684.0,6240.0,862.0,9043.0,Partly Cloudy,1869.0,1.70354,2.07966,21.7,73.7,Partly Cloudy
2-15-2005,2005,2,15,0.3296703296703294,0.270440251572327,0.20526315789473687,0.27272727272727293,0.3333333333333335,0.8217821782178234,0.08695652173913038,0.2708333333333335,0.33333333333333326,0.5676429567642957,1785.0,4153.0,6259.0,900.0,8903.0,Partly Cloudy,1870.0,1.42609,1.80196,21.9,71.4,Partly Cloudy
2-16-2005,2005,2,16,0.3076923076923075,0.2075471698113207,0.24736842105263163,0.2975206611570249,0.39230769230769225,0.777227722772281,0.06521739130434784,0.28125000000000044,0.30107526881720426,0.6775706859388868,1225.0,6614.0,6327.0,930.0,8942.0,Clear,1871.0,0.92985,1.38374,21.7,73.7,Clear
2-17-2005,2005,2,17,0.3296703296703294,0.22012578616352196,0.2315789473684211,0.31404958677685957,0.3948717948717946,0.757425742574263,0.08695652173913038,0.2916666666666665,0.30107526881720426,0.7162419170787372,1085.0,8226.0,6353.0,872.0,9004.0,Clear,1872.0,0.40059,0.73854,21.9,73.8,Clear
2-18-2005,2005,2,18,0.35164835164835173,0.320754716981132,0.21578947368421053,0.3388429752066118,0.405128205128205,0.757425742574263,0.10869565217391303,0.2916666666666665,0.35483870967741926,0.6504374286801066,1603.0,6248.0,6310.0,931.0,8854.0,Clear,1873.0,0.52079,0.62829,22.1,74.2,Clear
2-19-2005,2005,2,19,0.3406593406593408,0.3773584905660379,0.1473684210526316,0.2561983471074383,0.3076923076923077,0.7821782178217873,0.08695652173913038,0.28125000000000044,0.35483870967741926,0.6432103461392165,1439.0,7387.0,6444.0,828.0,9251.0,Clear,1874.0,0.51549,0.52944,22.0,70.4,Clear
2-20-2005,2005,2,20,0.3626373626373627,0.38993710691823913,0.11578947368421054,0.23140495867768607,0.2487179487179485,0.7425742574257441,0.08695652173913038,0.34375,0.34408602150537626,0.6641308482312667,2027.0,6472.0,6474.0,793.0,9322.0,Clear,1875.0,0.67802,0.684,22.2,68.1,Clear
2-21-2005,2005,2,21,0.39560439560439553,0.3773584905660379,0.10526315789473685,0.17355371900826455,0.14871794871794863,0.6831683168316829,0.08695652173913038,0.375,0.35483870967741926,0.7308228730822873,1048.0,8166.0,6537.0,788.0,9410.0,Clear,1876.0,0.77625,0.81665,22.5,64.2,Clear
2-22-2005,2005,2,22,0.3626373626373627,0.358490566037736,0.06315789473684212,0.3305785123966942,0.3999999999999999,0.6287128712871279,0.2391304347826086,0.3958333333333335,0.30107526881720426,0.7083808799289971,1077.0,8523.0,6441.0,718.0,9365.0,Clear,1877.0,0.66815,0.6807,22.2,74.0,Clear
2-23-2005,2005,2,23,0.2857142857142856,0.358490566037736,0.09473684210526316,0.4545454545454546,0.6641025641025637,0.6435643564356468,0.2826086956521739,0.21875,0.26881720430107525,0.5302396348421453,2271.0,3884.0,6457.0,778.0,9223.0,Fog,1878.0,0.75229,0.7936,21.5,84.3,Fog
2-24-2005,2005,2,24,0.3406593406593408,0.3396226415094341,0.15263157894736845,0.47107438016528924,0.6205128205128203,0.6435643564356468,0.3043478260869565,0.2708333333333335,0.35483870967741926,0.5377202992265754,2464.0,3826.0,6460.0,834.0,9023.0,Partly Cloudy,1879.0,0.58284,0.83864,22.0,82.6,Partly Cloudy
2-25-2005,2005,2,25,0.3296703296703294,0.3396226415094341,0.2368421052631579,0.4297520661157024,0.5641025641025641,0.7079207920792072,0.2826086956521739,0.23958333333333348,0.3655913978494627,0.6229237986560162,2131.0,5796.0,6457.0,954.0,8787.0,Clear,1880.0,0.488,0.74005,21.9,80.4,Clear
2-26-2005,2005,2,26,0.3846153846153846,0.4339622641509431,0.31578947368421056,0.4049586776859506,0.4769230769230768,0.7425742574257441,0.19565217391304346,0.3125,0.37634408602150526,0.503740332192215,2712.0,3148.0,6531.0,1059.0,8625.0,Partly Cloudy,1881.0,0.17883,0.50105,22.4,77.0,Partly Cloudy
2-27-2005,2005,2,27,0.39560439560439553,0.42767295597484245,0.24736842105263163,0.4462809917355375,0.5205128205128207,0.7970297029702991,0.15217391304347822,0.32291666666666696,0.4193548387096777,0.3438569798402435,2820.0,569.0,6632.0,955.0,8981.0,Partly Cloudy,1882.0,-0.22487,0.46333,22.5,78.7,Partly Cloudy
2-28-2005,2005,2,28,0.4065934065934065,0.37106918238993725,0.22631578947368425,0.35537190082644643,0.37435897435897436,0.8019801980198054,0.08695652173913038,0.375,0.40860215053763427,0.7706352225180677,1387.0,8401.0,6726.0,926.0,9167.0,Clear,1883.0,-0.36343,0.64376,22.6,73.0,Clear
3-1-2005,2005,3,1,0.4065934065934065,0.3396226415094341,0.25789473684210534,0.2975206611570249,0.29487179487179493,0.8168316831683242,0.10869565217391303,0.3645833333333335,0.39784946236559127,0.6790921770001268,2228.0,6204.0,6719.0,990.0,9079.0,Clear,1884.0,-0.41961,0.71713,22.6,69.9,Clear
3-2-2005,2005,3,2,0.4065934065934065,0.32704402515723285,0.2210526315789474,0.30578512396694224,0.31025641025641026,0.8217821782178234,0.17391304347826086,0.375,0.40860215053763427,0.7421072651198175,1517.0,7785.0,6733.0,926.0,9155.0,Clear,1885.0,-0.77929,0.98673,22.6,70.5,Clear
3-3-2005,2005,3,3,0.43956043956043933,0.3396226415094341,0.31578947368421056,0.2975206611570249,0.2692307692307694,0.7425742574257441,0.19565217391304346,0.3958333333333335,0.38709677419354827,0.4158742234056042,2418.0,2837.0,6730.0,987.0,8998.0,Partly Cloudy,1886.0,-0.64944,0.72979,22.9,68.9,Partly Cloudy
3-4-2005,2005,3,4,0.4725274725274722,0.3396226415094341,0.37368421052631584,0.39669421487603307,0.3769230769230767,0.6930693069306955,0.17391304347826086,0.4270833333333335,0.4516129032258063,0.5801952580195258,2202.0,4486.0,6791.0,1001.0,8973.0,Clear,1887.0,-0.50936,0.52105,23.2,73.1,Clear
3-5-2005,2005,3,5,0.4615384615384617,0.408805031446541,0.27894736842105267,0.4462809917355375,0.464102564102564,0.6782178217821766,0.2826086956521739,0.4479166666666665,0.37634408602150526,0.5226321795359452,2584.0,3296.0,6716.0,1040.0,8806.0,Partly Cloudy,1888.0,-0.00672,0.36544,23.1,76.5,Partly Cloudy
3-6-2005,2005,3,6,0.41758241758241743,0.38993710691823913,0.17894736842105263,0.5041322314049588,0.5897435897435896,0.6732673267326703,0.3043478260869565,0.3645833333333335,0.3655913978494627,0.5680233295296057,2568.0,4451.0,6799.0,881.0,9282.0,Clear,1889.0,0.58191,0.88387,22.7,81.4,Clear
3-7-2005,2005,3,7,0.4835164835164836,0.3396226415094341,0.13684210526315788,0.5371900826446281,0.556410256410256,0.6237623762376217,0.217391304347826,0.4270833333333335,0.4623655913978493,0.4246227970077343,3213.0,1380.0,6932.0,842.0,9552.0,Partly Cloudy,1890.0,0.72076,1.06432,23.3,80.1,Partly Cloudy
3-8-2005,2005,3,8,0.5274725274725274,0.320754716981132,0.1631578947368421,0.6859504132231407,0.7487179487179485,0.5148514851485189,0.32608695652173897,0.45833333333333304,0.4946236559139783,0.3356155699251934,1892.0,2394.0,6867.0,847.0,9298.0,Partly Cloudy,1891.0,0.62515,1.0924,23.7,87.6,Partly Cloudy
3-9-2005,2005,3,9,0.4835164835164836,0.3396226415094341,0.2526315789473685,0.6033057851239669,0.6641025641025637,0.5594059405940612,0.32608695652173897,0.4791666666666665,0.35483870967741926,0.7083808799289971,1363.0,5898.0,6938.0,911.0,9173.0,Partly Cloudy,1892.0,0.58721,1.18357,23.3,84.3,Partly Cloudy
3-10-2005,2005,3,10,0.25274725274725274,0.358490566037736,0.4736842105263158,0.2892561983471076,0.44358974358974357,0.7029702970297009,0.2391304347826086,0.17708333333333348,0.26881720430107525,0.4624064916951947,3511.0,1226.0,6843.0,1250.0,8385.0,Partly Cloudy,1893.0,0.44487,1.21348,21.2,75.7,Partly Cloudy
3-11-2005,2005,3,11,0.3186813186813189,0.3647798742138366,0.39473684210526316,0.2975206611570249,0.38974358974358947,0.6089108910891099,0.2826086956521739,0.2916666666666665,0.25806451612903225,0.795486243184988,1256.0,7817.0,6915.0,1126.0,8673.0,Clear,1894.0,0.39899,1.36754,21.8,73.6,Clear
3-12-2005,2005,3,12,0.25274725274725274,0.38993710691823913,0.2736842105263158,0.31404958677685957,0.51025641025641,0.38118811881187753,0.3478260869565217,0.2708333333333335,0.21505376344086025,0.24584759731203248,2142.0,1071.0,6952.0,986.0,9071.0,Cloudy,1895.0,0.7572,1.48163,21.2,78.3,Cloudy
3-13-2005,2005,3,13,0.17582417582417564,0.4025157232704404,0.5000000000000001,0.24793388429752072,0.4692307692307691,0.5099009900990126,0.15217391304347822,0.08333333333333348,0.1720430107526878,0.2743755547102828,2390.0,1036.0,6934.0,1367.0,8349.0,Partly Cloudy,1896.0,0.58739,1.22524,20.5,76.7,Partly Cloudy
3-14-2005,2005,3,14,0.1098901098901095,0.44654088050314455,0.3263157894736843,0.0743801652892564,0.2769230769230768,0.4306930693069333,0.06521739130434784,0.0625,0.13978494623655924,0.6479016102447065,2910.0,3553.0,7191.0,1146.0,9092.0,Cloudy,1897.0,0.40143,1.28785,19.9,69.2,Cloudy
3-15-2005,2005,3,15,0.13186813186813184,0.6163522012578615,0.3210526315789474,0.14876033057851257,0.35897435897435903,0.3217821782178234,0.08695652173913038,0.08333333333333348,0.12903225806451624,0.5711931025738557,1942.0,4329.0,7217.0,1127.0,9142.0,Clear,1898.0,0.04179,0.98081,20.1,72.4,Clear
3-16-2005,2005,3,16,0.19780219780219754,0.47169811320754707,0.1842105263157895,0.22314049586776874,0.40256410256410224,0.40594059405940897,0.13043478260869557,0.22916666666666696,0.09677419354838679,0.6761759857994167,2309.0,6227.0,7239.0,931.0,9571.0,Clear,1899.0,-0.26134,0.87652,20.7,74.1,Clear
3-17-2005,2005,3,17,0.25274725274725274,0.4213836477987418,0.2368421052631579,0.27272727272727293,0.42307692307692313,0.5445544554455495,0.17391304347826086,0.23958333333333348,0.23655913978494625,0.8108279447191582,1440.0,7963.0,7230.0,978.0,9387.0,Clear,1900.0,-0.42557,0.88491,21.2,74.9,Clear
3-18-2005,2005,3,18,0.2857142857142856,0.44654088050314455,0.3210526315789474,0.30578512396694224,0.4333333333333331,0.6039603960396036,0.2391304347826086,0.25,0.25806451612903225,0.5582604285533156,2977.0,2523.0,7188.0,1032.0,9151.0,Cloudy,1901.0,-0.69447,1.13867,21.5,75.3,Cloudy
3-19-2005,2005,3,19,0.27472527472527464,0.4402515723270437,0.30000000000000004,0.4214876033057853,0.6153846153846152,0.6386138613861405,0.3043478260869565,0.1875,0.30107526881720426,0.44250031697730446,3108.0,1238.0,7138.0,1053.0,9081.0,Cloudy,1902.0,-0.72802,1.0666,21.4,82.4,Cloudy
